Study;Phase;Litter;Tag.color;Treatment;Moment;Aleatorization;Video.Drive;Video.YT;Link.YT;Video.Forms;Day;Part;Observer;Head.down;Interaction;Activity;Sits.with.difficulty;Wags.tail;Total;Analgesia;Times.watched
training;2;24;green;Iodine;0-1;10;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;10;1;single;3;0;0;0;0;1;1;0;1
training;2;24;green;Iodine;0-1;10;20128_0-1h_21G;Video 10;https://youtu.be/q7yS6O-U5rY;10;1;single;5;0;0;0;1;1;2;0;2
training;2;11;green;Iodine;0-1;11;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;11;1;single;6;1;0;0;1;1;3;1;1
training;2;11;green;Iodine;0-1;11;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;11;1;single;2;1;0;0;0;0;1;0;1
training;2;11;green;Iodine;0-1;11;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;11;1;single;1;0;0;0;1;0;1;0;2
training;2;11;green;Iodine;0-1;11;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;11;1;single;4;0;0;0;0;1;1;0;1
training;2;11;green;Iodine;0-1;11;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;11;1;single;3;1;1;1;0;1;4;1;2
training;2;11;green;Iodine;0-1;11;25482_0-1h_10G;Video 02;https://youtu.be/mCLWTuL0LBM;11;1;single;5;0;0;1;0;0;1;0;3
training;2;27;green;Iodine;0-1;12;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;12;1;single;6;1;1;1;1;0;4;1;1
training;2;27;green;Iodine;0-1;12;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;12;1;single;2;1;1;1;0;0;3;1;1
training;2;27;green;Iodine;0-1;12;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;12;1;single;1;0;1;1;1;0;3;1;1
training;2;27;green;Iodine;0-1;12;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;12;1;single;4;1;1;1;1;0;4;1;2
training;2;27;green;Iodine;0-1;12;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;12;1;single;3;1;1;1;0;0;3;1;1
training;2;27;green;Iodine;0-1;12;28209_0-1h_24G;Video 14;https://youtu.be/26jZ_akzvag;12;1;single;5;1;1;1;0;0;3;1;3
training;2;5;green;Iodine;-24;13;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;13;1;single;6;0;0;0;1;0;1;0;1
training;2;5;green;Iodine;-24;13;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;13;1;single;2;0;0;0;0;0;0;0;1
training;2;5;green;Iodine;-24;13;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;13;1;single;1;0;0;0;0;0;0;0;1
training;2;5;green;Iodine;-24;13;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;13;1;single;4;0;0;0;0;0;0;0;1
training;2;5;green;Iodine;-24;13;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;13;1;single;3;0;0;0;0;0;0;0;1
training;2;5;green;Iodine;-24;13;27368_-24h_5G;Video 17;https://youtu.be/0rFIyAy6dDA;13;1;single;5;0;0;0;0;0;0;0;1
training;2;7;green;Iodine;-24;14;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;14;1;single;6;1;0;1;1;0;3;1;1
training;2;7;green;Iodine;-24;14;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;14;1;single;2;1;1;1;1;1;5;1;2
training;2;7;green;Iodine;-24;14;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;14;1;single;1;0;0;0;0;1;1;0;2
training;2;7;green;Iodine;-24;14;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;14;1;single;4;1;0;0;0;1;2;0;1
training;2;7;green;Iodine;-24;14;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;14;1;single;3;1;0;0;1;1;3;1;1
training;2;7;green;Iodine;-24;14;5186_-24h_6G;Video 19;https://youtu.be/gzpnRjhLJWw;14;1;single;5;0;1;1;0;0;2;0;2
training;2;5;green;Iodine;0-1;15;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;15;1;single;6;1;0;1;1;0;3;1;1
training;2;5;green;Iodine;0-1;15;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;15;1;single;2;1;0;1;1;0;3;1;1
training;2;5;green;Iodine;0-1;15;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;15;1;single;1;0;1;1;1;0;3;1;2
training;2;5;green;Iodine;0-1;15;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;15;1;single;4;0;1;1;1;0;3;1;1
training;2;5;green;Iodine;0-1;15;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;15;1;single;3;1;0;0;0;0;1;0;1
training;2;5;green;Iodine;0-1;15;27368_0-1h_5G;Video 18;https://youtu.be/lC76ByTNWwE;15;1;single;5;0;1;1;1;0;3;1;3
training;2;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;6;0;0;1;1;0;2;0;1
training;2;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;2;0;1;0;1;0;2;0;1
training;2;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;1;0;0;0;1;0;1;0;2
training;2;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;4;0;0;0;1;1;2;0;1
training;2;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;3;1;1;0;0;0;2;0;2
training;2;7;green;Iodine;0-1;16;5186_0-1h_6G;Video 20;https://youtu.be/7sLOfZFRg1I;16;1;single;5;0;1;1;0;0;2;0;2
training;2;12;green;Iodine;-24;17;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu65;17;1;single;6;0;0;1;1;1;3;1;2
training;2;12;green;Iodine;-24;17;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu65;17;1;single;2;0;0;1;1;0;2;0;2
training;2;12;green;Iodine;-24;17;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu65;17;1;single;1;0;0;0;0;0;0;0;1
training;2;12;green;Iodine;-24;17;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu65;17;1;single;4;0;0;0;1;1;2;0;1
training;2;12;green;Iodine;-24;17;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu65;17;1;single;3;0;0;0;0;1;1;0;1
training;2;12;green;Iodine;-24;17;28514_-24h_11G;Video 03;https://youtu.be/Msrl8nMhu65;17;1;single;5;0;0;0;1;0;1;0;2
training;2;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;6;1;1;0;1;1;4;1;2
training;2;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;2;0;0;1;1;1;3;1;1
training;2;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;1;0;0;0;0;0;0;0;1
training;2;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;4;0;0;0;0;1;1;0;1
training;2;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;3;0;0;0;0;1;1;0;1
training;2;19;green;Iodine;-24;18;21070_-24h_16G;Video 05;https://youtu.be/02QANFJ1zvc;18;1;single;5;0;0;1;0;1;2;0;2
training;2;11;green;Iodine;-24;19;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;19;1;single;6;0;0;0;1;0;1;0;2
training;2;11;green;Iodine;-24;19;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;19;1;single;2;0;0;0;1;0;1;0;1
training;2;11;green;Iodine;-24;19;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;19;1;single;1;0;0;0;0;0;0;0;1
training;2;11;green;Iodine;-24;19;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;19;1;single;4;0;0;0;0;0;0;0;1
training;2;11;green;Iodine;-24;19;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;19;1;single;3;0;0;0;0;0;0;0;1
training;2;11;green;Iodine;-24;19;25482_-24h_10G;Video 01;https://youtu.be/NzaUNsnFitc;19;1;single;5;0;0;1;0;0;1;0;1
training;2;27;green;Iodine;-24;20;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;20;1;single;6;0;0;0;0;0;0;0;1
training;2;27;green;Iodine;-24;20;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;20;1;single;2;0;0;0;0;0;0;0;1
training;2;27;green;Iodine;-24;20;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;20;1;single;1;0;0;0;0;0;0;0;1
training;2;27;green;Iodine;-24;20;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;20;1;single;4;0;0;0;0;0;0;0;1
training;2;27;green;Iodine;-24;20;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;20;1;single;3;0;0;0;0;0;0;0;1
training;2;27;green;Iodine;-24;20;28209_-24h_24G;Video 13;https://youtu.be/0yPDzcsSKZI;20;1;single;5;0;0;0;0;0;0;0;1
main;single;308;yellow;C ;1;1;C +1 - Litter 308;308.12;https://youtu.be/Xypz1J9hPE4;1;1;1;6;1;1;1;1;0;4;1;1
main;single;308;yellow;C ;1;1;C +1 - Litter 308;308.12;https://youtu.be/Xypz1J9hPE4;1;1;1;1;1;1;1;1;0;4;1;1
main;single;308;yellow;C ;1;1;C +1 - Litter 308;308.12;https://youtu.be/Xypz1J9hPE4;1;1;1;2;1;1;1;0;1;4;1;1
main;single;308;yellow;C ;1;1;C +1 - Litter 308;308.12;https://youtu.be/Xypz1J9hPE4;1;1;1;3;1;1;1;1;1;5;1;1
main;single;308;yellow;C ;1;1;C +1 - Litter 308;308.12;https://youtu.be/Xypz1J9hPE4;1;1;1;4;1;1;0;1;1;4;1;1
main;single;308;yellow;C ;1;1;C +1 - Litter 308;308.12;https://youtu.be/Xypz1J9hPE4;1;1;1;5;1;1;1;0;1;4;1;2
main;single;904;purple;C ;1;2;C +1 - Litter 904;904.12;https://youtu.be/ay0rslK01BM;2;1;1;6;1;1;1;0;1;4;1;1
main;single;904;purple;C ;1;2;C +1 - Litter 904;904.12;https://youtu.be/ay0rslK01BM;2;1;1;1;1;1;1;0;1;4;1;1
main;single;904;purple;C ;1;2;C +1 - Litter 904;904.12;https://youtu.be/ay0rslK01BM;2;1;1;2;1;1;1;0;1;4;1;1
main;single;904;purple;C ;1;2;C +1 - Litter 904;904.12;https://youtu.be/ay0rslK01BM;2;1;1;3;1;1;1;0;1;4;1;1
main;single;904;purple;C ;1;2;C +1 - Litter 904;904.12;https://youtu.be/ay0rslK01BM;2;1;1;4;1;1;1;0;1;4;1;1
main;single;904;purple;C ;1;2;C +1 - Litter 904;904.12;https://youtu.be/ay0rslK01BM;2;1;1;5;1;1;1;0;1;4;1;2
main;single;705;purple;CF;1;3;CF +1 - Litter 705;705.22;https://youtu.be/5sUir6r5rEU;3;1;1;6;0;0;0;0;1;1;0;1
main;single;705;purple;CF;1;3;CF +1 - Litter 705;705.22;https://youtu.be/5sUir6r5rEU;3;1;1;1;0;0;0;0;1;1;0;1
main;single;705;purple;CF;1;3;CF +1 - Litter 705;705.22;https://youtu.be/5sUir6r5rEU;3;1;1;2;0;0;0;0;1;1;0;1
main;single;705;purple;CF;1;3;CF +1 - Litter 705;705.22;https://youtu.be/5sUir6r5rEU;3;1;1;3;0;0;0;0;1;1;0;1
main;single;705;purple;CF;1;3;CF +1 - Litter 705;705.22;https://youtu.be/5sUir6r5rEU;3;1;1;4;0;0;0;0;1;1;0;1
main;single;705;purple;CF;1;3;CF +1 - Litter 705;705.22;https://youtu.be/5sUir6r5rEU;3;1;1;5;0;0;0;0;1;1;0;2
main;single;407;orange;CF;24;4;CF +24 - Litter 407;407.23;https://youtu.be/3TDe_LEV3QA;4;1;1;6;0;0;0;0;1;1;0;1
main;single;407;orange;CF;24;4;CF +24 - Litter 407;407.23;https://youtu.be/3TDe_LEV3QA;4;1;1;1;0;0;0;0;1;1;0;1
main;single;407;orange;CF;24;4;CF +24 - Litter 407;407.23;https://youtu.be/3TDe_LEV3QA;4;1;1;2;0;0;0;0;1;1;0;1
main;single;407;orange;CF;24;4;CF +24 - Litter 407;407.23;https://youtu.be/3TDe_LEV3QA;4;1;1;3;0;0;0;0;1;1;0;2
main;single;407;orange;CF;24;4;CF +24 - Litter 407;407.23;https://youtu.be/3TDe_LEV3QA;4;1;1;4;0;0;0;0;1;1;0;2
main;single;407;orange;CF;24;4;CF +24 - Litter 407;407.23;https://youtu.be/3TDe_LEV3QA;4;1;1;5;0;1;1;1;1;4;1;2
main;single;813;orange;C ;-24;5;C -24 - Litter 813;813.11;https://youtu.be/yOjIeBtRHQA;5;1;1;6;0;0;0;0;0;0;0;1
main;single;813;orange;C ;-24;5;C -24 - Litter 813;813.11;https://youtu.be/yOjIeBtRHQA;5;1;1;1;0;0;0;0;0;0;0;1
main;single;813;orange;C ;-24;5;C -24 - Litter 813;813.11;https://youtu.be/yOjIeBtRHQA;5;1;1;2;0;0;0;0;0;0;0;1
main;single;813;orange;C ;-24;5;C -24 - Litter 813;813.11;https://youtu.be/yOjIeBtRHQA;5;1;1;3;0;0;0;0;0;0;0;1
main;single;813;orange;C ;-24;5;C -24 - Litter 813;813.11;https://youtu.be/yOjIeBtRHQA;5;1;1;4;0;0;0;0;0;0;0;1
main;single;813;orange;C ;-24;5;C -24 - Litter 813;813.11;https://youtu.be/yOjIeBtRHQA;5;1;1;5;0;0;1;0;0;1;0;2
main;single;711;orange;C ;24;6;C +24 - Litter 711;711.13;https://youtu.be/rwRFTagLN9E;6;1;1;6;0;1;1;1;1;4;1;1
main;single;711;orange;C ;24;6;C +24 - Litter 711;711.13;https://youtu.be/rwRFTagLN9E;6;1;1;1;0;0;0;0;1;1;0;1
main;single;711;orange;C ;24;6;C +24 - Litter 711;711.13;https://youtu.be/rwRFTagLN9E;6;1;1;2;0;1;1;1;1;4;1;1
main;single;711;orange;C ;24;6;C +24 - Litter 711;711.13;https://youtu.be/rwRFTagLN9E;6;1;1;3;0;0;0;0;1;1;0;1
main;single;711;orange;C ;24;6;C +24 - Litter 711;711.13;https://youtu.be/rwRFTagLN9E;6;1;1;4;0;1;1;0;1;3;1;1
main;single;711;orange;C ;24;6;C +24 - Litter 711;711.13;https://youtu.be/rwRFTagLN9E;6;1;1;5;0;1;1;1;1;4;1;2
main;single;101;green;CF;1;7;CF +1 - Litter 101;101.22;https://youtu.be/WZ5itQ_SESs;7;1;1;6;0;1;1;0;0;2;0;1
main;single;101;green;CF;1;7;CF +1 - Litter 101;101.22;https://youtu.be/WZ5itQ_SESs;7;1;1;1;0;1;1;0;0;2;0;1
main;single;101;green;CF;1;7;CF +1 - Litter 101;101.22;https://youtu.be/WZ5itQ_SESs;7;1;1;2;1;1;1;0;1;4;1;1
main;single;101;green;CF;1;7;CF +1 - Litter 101;101.22;https://youtu.be/WZ5itQ_SESs;7;1;1;3;1;1;1;0;1;4;1;2
main;single;101;green;CF;1;7;CF +1 - Litter 101;101.22;https://youtu.be/WZ5itQ_SESs;7;1;1;4;1;1;1;0;1;4;1;2
main;single;101;green;CF;1;7;CF +1 - Litter 101;101.22;https://youtu.be/WZ5itQ_SESs;7;1;1;5;1;1;1;0;1;4;1;3
main;single;807;yellow;C ;-24;8;C -24 - Litter 807;807.11;https://youtu.be/8m7VQ5lpcyk;1;1;2;1;0;0;0;0;0;0;0;1
main;single;807;yellow;C ;-24;8;C -24 - Litter 807;807.11;https://youtu.be/8m7VQ5lpcyk;1;1;2;2;0;0;0;1;0;1;0;1
main;single;807;yellow;C ;-24;8;C -24 - Litter 807;807.11;https://youtu.be/8m7VQ5lpcyk;1;1;2;6;0;0;0;0;0;0;0;1
main;single;807;yellow;C ;-24;8;C -24 - Litter 807;807.11;https://youtu.be/8m7VQ5lpcyk;1;1;2;3;0;0;0;0;0;0;0;1
main;single;807;yellow;C ;-24;8;C -24 - Litter 807;807.11;https://youtu.be/8m7VQ5lpcyk;1;1;2;4;0;0;0;1;0;1;0;1
main;single;807;yellow;C ;-24;8;C -24 - Litter 807;807.11;https://youtu.be/8m7VQ5lpcyk;1;1;2;5;0;1;1;0;0;2;0;2
main;single;513;orange;C ;24;9;C +24 - Litter 513;513.13;https://youtu.be/6_dszfloP9I;2;1;2;1;0;0;0;0;0;0;0;1
main;single;513;orange;C ;24;9;C +24 - Litter 513;513.13;https://youtu.be/6_dszfloP9I;2;1;2;2;0;1;0;1;1;3;1;1
main;single;513;orange;C ;24;9;C +24 - Litter 513;513.13;https://youtu.be/6_dszfloP9I;2;1;2;6;0;1;0;1;1;3;1;1
main;single;513;orange;C ;24;9;C +24 - Litter 513;513.13;https://youtu.be/6_dszfloP9I;2;1;2;3;0;0;0;0;0;0;0;1
main;single;513;orange;C ;24;9;C +24 - Litter 513;513.13;https://youtu.be/6_dszfloP9I;2;1;2;4;0;1;0;0;1;2;0;1
main;single;513;orange;C ;24;9;C +24 - Litter 513;513.13;https://youtu.be/6_dszfloP9I;2;1;2;5;0;0;1;0;1;2;0;3
main;single;201;orange;CF;-24;10;CF -24 - Litter 201;201.21;https://youtu.be/lpS_i9MFYiw;3;1;2;1;0;0;0;0;0;0;0;1
main;single;201;orange;CF;-24;10;CF -24 - Litter 201;201.21;https://youtu.be/lpS_i9MFYiw;3;1;2;2;1;0;1;0;1;3;1;1
main;single;201;orange;CF;-24;10;CF -24 - Litter 201;201.21;https://youtu.be/lpS_i9MFYiw;3;1;2;6;0;0;1;0;1;2;0;1
main;single;201;orange;CF;-24;10;CF -24 - Litter 201;201.21;https://youtu.be/lpS_i9MFYiw;3;1;2;3;1;0;1;1;1;4;1;1
main;single;201;orange;CF;-24;10;CF -24 - Litter 201;201.21;https://youtu.be/lpS_i9MFYiw;3;1;2;4;0;0;0;0;1;1;0;1
main;single;201;orange;CF;-24;10;CF -24 - Litter 201;201.21;https://youtu.be/lpS_i9MFYiw;3;1;2;5;0;0;0;0;1;1;0;3
main;single;307;orange;C ;1;11;C +1 - Litter 307;307.12;https://youtu.be/2wPSlBu68G0;4;1;2;1;1;1;1;1;0;4;1;1
main;single;307;orange;C ;1;11;C +1 - Litter 307;307.12;https://youtu.be/2wPSlBu68G0;4;1;2;2;1;1;0;1;0;3;1;2
main;single;307;orange;C ;1;11;C +1 - Litter 307;307.12;https://youtu.be/2wPSlBu68G0;4;1;2;6;1;1;1;1;0;4;1;1
main;single;307;orange;C ;1;11;C +1 - Litter 307;307.12;https://youtu.be/2wPSlBu68G0;4;1;2;3;1;1;1;1;0;4;1;1
main;single;307;orange;C ;1;11;C +1 - Litter 307;307.12;https://youtu.be/2wPSlBu68G0;4;1;2;4;1;1;1;1;0;4;1;1
main;single;307;orange;C ;1;11;C +1 - Litter 307;307.12;https://youtu.be/2wPSlBu68G0;4;1;2;5;1;1;1;1;0;4;1;2
main;single;810;green;C ;-24;12;C -24 - Litter 810;810.11;https://youtu.be/GpjKqQ5aiJM;5;1;2;1;0;0;0;0;0;0;0;1
main;single;810;green;C ;-24;12;C -24 - Litter 810;810.11;https://youtu.be/GpjKqQ5aiJM;5;1;2;2;0;0;0;0;0;0;0;1
main;single;810;green;C ;-24;12;C -24 - Litter 810;810.11;https://youtu.be/GpjKqQ5aiJM;5;1;2;6;0;0;0;0;0;0;0;1
main;single;810;green;C ;-24;12;C -24 - Litter 810;810.11;https://youtu.be/GpjKqQ5aiJM;5;1;2;3;0;0;0;0;0;0;0;1
main;single;810;green;C ;-24;12;C -24 - Litter 810;810.11;https://youtu.be/GpjKqQ5aiJM;5;1;2;4;0;0;0;0;0;0;0;1
main;single;810;green;C ;-24;12;C -24 - Litter 810;810.11;https://youtu.be/GpjKqQ5aiJM;5;1;2;5;0;0;1;0;0;1;0;2
main;single;408;orange;C ;-24;13;C -24 - Litter 408;408.11;https://youtu.be/hLdJx0fF6qw;6;1;2;1;0;0;0;0;1;1;0;1
main;single;408;orange;C ;-24;13;C -24 - Litter 408;408.11;https://youtu.be/hLdJx0fF6qw;6;1;2;2;0;0;0;0;1;1;0;1
main;single;408;orange;C ;-24;13;C -24 - Litter 408;408.11;https://youtu.be/hLdJx0fF6qw;6;1;2;6;0;0;1;1;1;3;1;1
main;single;408;orange;C ;-24;13;C -24 - Litter 408;408.11;https://youtu.be/hLdJx0fF6qw;6;1;2;3;0;0;0;0;1;1;0;1
main;single;408;orange;C ;-24;13;C -24 - Litter 408;408.11;https://youtu.be/hLdJx0fF6qw;6;1;2;4;0;0;0;0;1;1;0;1
main;single;408;orange;C ;-24;13;C -24 - Litter 408;408.11;https://youtu.be/hLdJx0fF6qw;6;1;2;5;0;1;1;0;1;3;1;2
main;single;809;green;CF;-24;14;CF -24 - Litter 809;809.21;https://youtu.be/vAOeo7cLqTY;7;1;2;1;0;0;0;0;1;1;0;1
main;single;809;green;CF;-24;14;CF -24 - Litter 809;809.21;https://youtu.be/vAOeo7cLqTY;7;1;2;2;0;0;0;0;1;1;0;1
main;single;809;green;CF;-24;14;CF -24 - Litter 809;809.21;https://youtu.be/vAOeo7cLqTY;7;1;2;6;0;0;0;0;1;1;0;1
main;single;809;green;CF;-24;14;CF -24 - Litter 809;809.21;https://youtu.be/vAOeo7cLqTY;7;1;2;3;0;0;0;0;1;1;0;1
main;single;809;green;CF;-24;14;CF -24 - Litter 809;809.21;https://youtu.be/vAOeo7cLqTY;7;1;2;4;0;0;0;0;1;1;0;1
main;single;809;green;CF;-24;14;CF -24 - Litter 809;809.21;https://youtu.be/vAOeo7cLqTY;7;1;2;5;0;0;0;1;1;2;0;2
main;single;412;green;CF;24;15;CF +24 - Litter 412;412.23;https://youtu.be/-19L_GF7Jw8;1;2;1;2;0;0;0;0;1;1;0;1
main;single;412;green;CF;24;15;CF +24 - Litter 412;412.23;https://youtu.be/-19L_GF7Jw8;1;2;1;1;1;1;1;1;1;5;1;1
main;single;412;green;CF;24;15;CF +24 - Litter 412;412.23;https://youtu.be/-19L_GF7Jw8;1;2;1;6;0;0;0;0;1;1;0;1
main;single;412;green;CF;24;15;CF +24 - Litter 412;412.23;https://youtu.be/-19L_GF7Jw8;1;2;1;3;0;0;0;0;1;1;0;1
main;single;412;green;CF;24;15;CF +24 - Litter 412;412.23;https://youtu.be/-19L_GF7Jw8;1;2;1;4;0;0;0;0;1;1;0;1
main;single;412;green;CF;24;15;CF +24 - Litter 412;412.23;https://youtu.be/-19L_GF7Jw8;1;2;1;5;0;0;0;1;1;2;0;1
main;single;711;orange;C ;-24;16;C -24 - Litter 711;711.11;https://youtu.be/9aUQlBX7O50;2;2;1;2;0;0;1;1;1;3;1;1
main;single;711;orange;C ;-24;16;C -24 - Litter 711;711.11;https://youtu.be/9aUQlBX7O50;2;2;1;1;1;0;0;0;1;2;0;2
main;single;711;orange;C ;-24;16;C -24 - Litter 711;711.11;https://youtu.be/9aUQlBX7O50;2;2;1;6;1;1;1;1;1;5;1;1
main;single;711;orange;C ;-24;16;C -24 - Litter 711;711.11;https://youtu.be/9aUQlBX7O50;2;2;1;3;1;0;0;0;1;2;0;1
main;single;711;orange;C ;-24;16;C -24 - Litter 711;711.11;https://youtu.be/9aUQlBX7O50;2;2;1;4;0;0;0;0;1;1;0;1
main;single;711;orange;C ;-24;16;C -24 - Litter 711;711.11;https://youtu.be/9aUQlBX7O50;2;2;1;5;1;1;1;0;1;4;1;2
main;single;513;orange;C ;-24;17;C -24 - Litter 513;513.11;https://youtu.be/yCCzrxZUIRE;3;2;1;2;0;0;0;0;1;1;0;1
main;single;513;orange;C ;-24;17;C -24 - Litter 513;513.11;https://youtu.be/yCCzrxZUIRE;3;2;1;1;0;0;0;1;1;2;0;2
main;single;513;orange;C ;-24;17;C -24 - Litter 513;513.11;https://youtu.be/yCCzrxZUIRE;3;2;1;6;0;0;1;1;1;3;1;1
main;single;513;orange;C ;-24;17;C -24 - Litter 513;513.11;https://youtu.be/yCCzrxZUIRE;3;2;1;3;0;0;0;1;1;2;0;1
main;single;513;orange;C ;-24;17;C -24 - Litter 513;513.11;https://youtu.be/yCCzrxZUIRE;3;2;1;4;0;0;0;0;1;1;0;1
main;single;513;orange;C ;-24;17;C -24 - Litter 513;513.11;https://youtu.be/yCCzrxZUIRE;3;2;1;5;0;0;0;0;1;1;0;2
main;single;402;purple;C ;1;18;C +1 - Litter 402;402.12;https://youtu.be/737AEJb6r-I;4;2;1;2;1;0;0;0;0;1;0;1
main;single;402;purple;C ;1;18;C +1 - Litter 402;402.12;https://youtu.be/737AEJb6r-I;4;2;1;1;1;1;0;0;0;2;0;2
main;single;402;purple;C ;1;18;C +1 - Litter 402;402.12;https://youtu.be/737AEJb6r-I;4;2;1;6;1;1;1;0;0;3;1;1
main;single;402;purple;C ;1;18;C +1 - Litter 402;402.12;https://youtu.be/737AEJb6r-I;4;2;1;3;1;0;0;0;0;1;0;1
main;single;402;purple;C ;1;18;C +1 - Litter 402;402.12;https://youtu.be/737AEJb6r-I;4;2;1;4;1;0;1;1;0;3;1;1
main;single;402;purple;C ;1;18;C +1 - Litter 402;402.12;https://youtu.be/737AEJb6r-I;4;2;1;5;1;1;1;0;0;3;1;2
main;single;709;orange;C ;24;19;C +24 - Litter 709;709.13;https://youtu.be/2mSmlx5VHVc;5;2;1;2;0;0;0;0;1;1;0;2
main;single;709;orange;C ;24;19;C +24 - Litter 709;709.13;https://youtu.be/2mSmlx5VHVc;5;2;1;1;0;0;0;0;1;1;0;1
main;single;709;orange;C ;24;19;C +24 - Litter 709;709.13;https://youtu.be/2mSmlx5VHVc;5;2;1;6;0;0;1;1;1;3;1;1
main;single;709;orange;C ;24;19;C +24 - Litter 709;709.13;https://youtu.be/2mSmlx5VHVc;5;2;1;3;0;0;0;0;1;1;0;1
main;single;709;orange;C ;24;19;C +24 - Litter 709;709.13;https://youtu.be/2mSmlx5VHVc;5;2;1;4;0;0;0;1;1;2;0;1
main;single;709;orange;C ;24;19;C +24 - Litter 709;709.13;https://youtu.be/2mSmlx5VHVc;5;2;1;5;0;0;0;1;1;2;0;3
main;single;402;purple;C ;-24;20;C -24 - Litter 402;402.11;https://youtu.be/c2FHCiAgBlM;6;2;1;2;0;0;0;0;0;0;0;1
main;single;402;purple;C ;-24;20;C -24 - Litter 402;402.11;https://youtu.be/c2FHCiAgBlM;6;2;1;1;0;0;0;0;0;0;0;1
main;single;402;purple;C ;-24;20;C -24 - Litter 402;402.11;https://youtu.be/c2FHCiAgBlM;6;2;1;6;0;0;0;0;0;0;0;1
main;single;402;purple;C ;-24;20;C -24 - Litter 402;402.11;https://youtu.be/c2FHCiAgBlM;6;2;1;3;0;0;0;0;0;0;0;1
main;single;402;purple;C ;-24;20;C -24 - Litter 402;402.11;https://youtu.be/c2FHCiAgBlM;6;2;1;4;0;0;0;0;0;0;0;1
main;single;402;purple;C ;-24;20;C -24 - Litter 402;402.11;https://youtu.be/c2FHCiAgBlM;6;2;1;5;0;0;0;0;0;0;0;2
